,desc,type,node,existing_2030,capacity_2035,capacity_2040,capacity_2050,expand_2035,expand_2040,expand_2050,pmin,allow_curtailment,fuelcost_2035,fuelcost_2040,fuelcost_2050,fuelcost_ref,pavg,inflow_fac,inflow_ref,cost_scaling,p_maxNew,lat,lon,comment,output_2035,output_2040,output_2050
86,DE,windoff,DE5,0.0,2000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DE_LU,1,0,-1.0,-1.0,offshorewind,1250.66,1298.766240944062,1320.9811749385094
87,DE,windoff,DE_L2_dc,3600.0,7600.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DE_LU,1,0,54.69075694,6.153616262,offshorewind,4973.930234933491,6303.357590444415,6451.104
88,DE,windoff,DE_L0,4000.0,4000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DE_LU,1,0,54.05059606,6.193929243,offshorewind,2636.48,2687.96,2687.96
89,DK,windoff,DK_east,2400.0,2400.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,54.95274135,12.71917853,offshorewind,1644.6319999999996,1600.7238115878074,1634.3039999999996
90,DK,windoff,DK_east,2400.0,2400.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,54.89541552,14.68985602,offshorewind,1601.4293206230773,1634.9039999999995,1610.0799999999997
91,DK,windoff,DK_hub,0.0,3000.0,4000.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,-1.0,-1.0,offshorewind,1999.3024109526905,4727.866239177432,6166.8
92,DK,windoff,DK_L6,900.0,900.0,500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,56.37442456,6.891342572,offshorewind,602.163,914.816,950.0260000000001
93,DK,windoff,DK_L0,1000.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,55.59370633,7.694128643,offshorewind,698.0083225720751,688.87,698.1695950307022
94,DK,windoff,DK_L11,1400.0,1400.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,56.781615,10.75060965,offshorewind,914.7740000000001,911.7080000000002,945.3432090746827
95,DK,windoff,DK_L4,1800.0,1800.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,56.1722313,7.538568201,offshorewind,1205.7277710748383,1255.682,1242.387767017653
96,DK,windoff,DK_L6,460.0,460.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,56.62229498,8.054614185,offshorewind,303.780328621578,304.23168999214994,312.1513999999999
97,DK,windoff,DK_west,900.0,900.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,57.39261082,9.245659067,offshorewind,605.4567533978912,611.4785540366407,624.681
98,DK,windoff,DK_L13,940.0,940.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,56.45557533,11.82961502,offshorewind,594.7379999999998,603.1133999999998,601.2145999999998
99,DK,windoff,DK_L11,300.0,300.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_DK_1,1,0,-1.0,-1.0,offshorewind,196.02299999999997,195.36599999999996,202.92602716280516
100,NL_wind1_gemini,windoff,NL_L3,600.0,600.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_2,1,0,54.03641636,5.96299549,offshorewind,360.83399999999995,362.91599999999994,373.416
101,NL_wind5_hollandsse,windoff,NL_L2,5000.0,5600.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_1,1,0,52.45,4.15,offshorewind,3115.0109278622604,3165.054797799676,3148.4353746664938
102,NL_wind10_borssele,windoff,NL_L0,3800.0,3800.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_1,1,0,51.70052493,2.995974049,offshorewind,2129.0728060049573,2174.8613490927655,2128.304
103,NL_wind7_tennet2,windoff,NL_L1_dc,0.0,8000.0,2000.0,4000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_1,1,0,53.1855,3.2902,offshorewind,4522.920525628862,5725.087126112273,7829.64076973119
104,NL_wind11_tennet2,windoff,NL7,2600.0,6000.0,0.0,4000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_1,1,0,-1.0,-1.0,offshorewind,3221.1513052985642,3306.2172557644417,5393.693957558169
105,NL_wind2_tennet2,windoff,NL1,2000.0,4000.0,2000.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_2,1,0,-1.0,-1.0,offshorewind,2362.4514844769037,3629.652777746831,4312.460714805267
106,NL_wind3,windoff,NL4,0.0,0.0,3000.0,6000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_2,1,0,-1.0,-1.0,offshorewind,0.0,1822.3739791408263,5606.213301185389
107,NL_wind4,windoff,NL5,0.0,0.0,4000.0,6000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NL_2,1,0,-1.0,-1.0,offshorewind,0.0,2453.648172563838,6089.893592767034
108,Nordavind B.2050,windoff,NO_FINNMARK,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windon_NO_FINNMARK,1,0,71.77702737,27.75296304,offshorewind,0.0,0.0,519.39
109,Nordavind D.2035,windoff,NO_FINNMARK,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windon_NO_FINNMARK,1,0,71.44972828,18.80136939,offshorewind,519.39,519.39,517.1966649859845
110,Nordvest A.1,windoff,NO_marka,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_NordvestA,1,0,66.1,9.7,offshorewind,0.0,0.0,934.02
111,Nordvest A.2,windoff,NO_marka,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_NordvestA,1,0,66.3,9.7,offshorewind,0.0,0.0,928.34
112,Nordvest C.1,windoff,NO_NordvestC.1,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_NordvestC,1,0,63.5,6.6,offshorewind,883.7533127711362,883.7533127711363,883.7533127711363
113,Nordvest C.2,windoff,NO_NordvestC.2,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_NordvestC,1,0,63.9,6.7,offshorewind,0.0,884.0182540982548,884.0182540982548
114,Vestavind A,windoff,NO_VestavindA,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindA,1,0,61.98188847,3.705499849,offshorewind,0.0,964.425,964.425
115,Vestavind B,windoff,NO_VestavindB,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindB,1,0,61.05563737,3.617045878,offshorewind,962.6770887976633,962.6770887976631,962.6321636259054
116,Vestavind E.1,windoff,NO_VestavindE.1,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindE,1,0,59.1,3.85,offshorewind,0.0,1004.2352137900442,1004.1782416417412
117,Vestavind E.2,windoff,NO_VestavindE.2,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindE,1,0,58.9,3.85,offshorewind,0.0,0.0,998.0313407869243
118,Vestavind F.0,windoff,NO_haugaland,1500.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindF,1,0,59.45,4.5,offshorewind,938.97,943.08,943.08
119,Vestavind F.1,windoff,NO_VestavindF,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_VestavindF,1,0,59.3,4.5,offshorewind,757.5372898985465,943.08,936.6037356337522
120,Sørvest B.1,windoff,NO_SørvestB.1,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestB,1,0,57.4,3.36,offshorewind,1002.9192641001583,1010.7320619004813,1000.1457581612523
121,Sørvest B.2,windoff,NO_SørvestB.2,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestB,1,0,57.25,3.36,offshorewind,0.0,1020.495,999.3913294994659
122,Sørvest C.1,windoff,NO_SørvestC.1,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestC,1,0,57.1,3.95,offshorewind,0.0,977.7982415509799,958.6355564708714
123,Sørvest C.2,windoff,NO_SørvestC.2,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestC,1,0,56.95,3.9,offshorewind,0.0,0.0,947.6519932740571
124,Sørvest F.0,windoff,NO_kvinesdal_dc,1500.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestF,1,0,56.81703138,5.2,offshorewind,1025.3000000000002,1025.3,1032.6
125,Sørvest F.1,windoff,NO_SørvestF.1,0.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestF,1,0,56.84,4.872,offshorewind,993.2908065946406,1009.6134797266376,994.1013541328243
126,Sørvest F.2,windoff,NO_SørvestF.2,0.0,0.0,1500.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestF,1,0,56.93,4.72,offshorewind,0.0,931.9914113796044,962.91
127,Sørvest F.3,windoff,NO_SørvestF.3,0.0,0.0,0.0,1500.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_NO_SoervestF,1,0,56.65,4.7,offshorewind,0.0,0.0,1027.8868106652494
128,VÃ¤stvind,windoff,SE_L1,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_SE_3,1,0,57.78,11.3,offshorewind,0.0,0.0,460.08
129,Mareld,windoff,SE_N,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_SE_3,1,0,58.16,10.58,offshorewind,0.0,0.0,912.44
130,SE,windoff,SE_N,0.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_SE_3,1,0,-1.0,-1.0,offshorewind,460.08,460.08,459.09
131,Kattegatt Syd,windoff,SE_S,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_SE_3,1,0,56.8,12.0,offshorewind,0.0,0.0,439.38
132,SE,windoff,SE_S,0.0,0.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_SE_3,1,0,-1.0,-1.0,offshorewind,0.0,904.5265473679981,901.439157435391
133,UK,windoff,UK_L10,1000.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,51.52798026,1.565024748,offshorewind,599.2,599.2,599.2
134,UK,windoff,UK_L10,1200.0,1200.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,51.88844422,1.985165858,offshorewind,719.0399999999998,719.04,719.0399999999998
135,R4 Project 3 (Outer Dowsing),windoff,UK_L8,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.56846887,1.284692152,offshorewind,0.0,0.0,1198.4
136,UK,windoff,UK_L8,500.0,500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.72502342,0.222292715,offshorewind,299.6,299.6,299.6
137,UK,windoff,UK_L8,3000.0,3000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.89795859,1.859500462,offshorewind,1797.6,1797.6,1797.6
138,UK,windoff,UK_L8,500.0,500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.17179846,0.464461559,offshorewind,299.6,299.6,299.6
139,UK12_O,windoff,UK_L8,2000.0,2000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.28899434,1.05208029,offshorewind,1198.4,1198.4,1198.4
140,UK,windoff,UK_L9,2000.0,2000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,52.44889801,2.676992736,offshorewind,1198.4,1198.4,1198.4
141,R4 Irish Sea,windoff,UK_main,0.0,0.0,0.0,4000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,53.72084626,-3.922956832,offshorewind,0.0,0.0,2396.8
142,UK,windoff,UK12,2500.0,2500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,-1.0,-1.0,offshorewind,1498.0,1496.5196190986362,1498.0
143,East Anglia North Tranche One East  (Norfolk Vanguard East),windoff,UK17,0.0,0.0,0.0,4000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,52.82868329,2.925052315,offshorewind,0.0,0.0,2345.818836288324
144,UK,windoff,UK17,2000.0,4000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,-1.0,-1.0,offshorewind,2326.63632963828,2352.074390657755,2371.266911585991
145,North Falls,windoff,UK2,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,51.75418843,1.900752116,offshorewind,0.0,0.0,586.7650867701611
146,UK,windoff,UK2,0.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_sor,1,0,-1.0,-1.0,offshorewind,599.2,599.2,585.2075113153924
147,DoggerbankA,windoff,UK_L7,1200.0,1200.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,54.76967,1.908917,offshorewind,764.2919999999999,764.2919999999999,764.2919999999999
148,DoggerbankB,windoff,UK_L7,1200.0,1200.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,54.97737,1.679725,offshorewind,764.2919999999999,764.2919999999999,764.2919999999999
149,UK,windoff,UK_L6,500.0,500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,54.88804445,-1.245936228,offshorewind,318.455,318.455,318.455
150,UK_36,windoff,UK5,0.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,55.03989336,2.822688852,offshorewind,615.346486181022,613.16,591.15
151,R4 Project 1 (Dogger Bank South West),windoff,UK5,0.0,0.0,0.0,1800.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,54.62498478,1.478738308,offshorewind,0.0,0.0,1090.4462687479017
152,UK,windoff,UK5,2000.0,4000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_mid,1,0,-1.0,-1.0,offshorewind,2528.553420039436,2540.173664015817,2418.294
153,Marram,windoff,UK_L2,0.0,0.0,0.0,3000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.16203781,-0.622607007,offshorewind,0.0,0.0,1816.41
154,Ayre Offshore Wind Farm,windoff,UK4,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.8619326,-2.200573246,offshorewind,0.0,0.0,577.83
155,Stromar,windoff,UK4,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.51438072,-2.145614763,offshorewind,0.0,0.0,577.99
156,Magnora TBC,windoff,UK_L0,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.79601522,-6.361776069,offshorewind,0.0,0.0,1210.94
157,Northland Mhairi TBC,windoff,UK_L0,0.0,0.0,0.0,3000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.86306738,-5.537115232,offshorewind,0.0,0.0,1816.41
158,UK,windoff,UK_L0,1000.0,1000.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.85295482,-4.107659776,offshorewind,605.47,1816.41,1816.41
159,UK,windoff,UK_L0,0.0,0.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.85855979,-5.541294948,offshorewind,0.0,1210.94,1210.94
160,West of Orkney Wind Farm,windoff,UK_L0,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.91536416,-4.193018404,offshorewind,0.0,0.0,1210.94
161,UK,windoff,UK_L2,2500.0,2500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.20523722,-2.755477517,offshorewind,1513.675,1513.675,1513.675
162,UK,windoff,UK_L2,1000.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.1286235,-2.938916404,offshorewind,605.47,605.47,605.47
163,Caledonia Offshore Wind Farm,windoff,UK_L2,0.0,0.0,0.0,1000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,58.19692755,-2.486427587,offshorewind,0.0,0.0,605.47
164,UK,windoff,UK_L2,0.0,0.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,57.41865461,-0.569746067,offshorewind,0.0,1210.94,1210.94
165,UK,windoff,UK_L3,500.0,500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.26801754,-2.24945389,offshorewind,302.735,302.735,302.735
166,UK,windoff,UK_L3,1500.0,1500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.94338465,-1.855991377,offshorewind,908.205,908.205,908.205
167,UK,windoff,UK_L3,1000.0,1000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.39191457,-2.23217215,offshorewind,605.47,605.47,605.47
168,Berwick Bank,windoff,UK_L4,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.29163283,-1.468486476,offshorewind,0.0,0.0,1193.62
169,SeaGreen Charlie Wind Farm,windoff,UK_L4,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.29170591,-1.466824812,offshorewind,0.0,0.0,1193.62
170,UK,windoff,UK_L4,1400.0,1400.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.28042922,-1.49546784,offshorewind,847.6579999999999,847.6579999999999,835.5339999999998
171,MachairWind,windoff,UK_scotland,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.01413752,-6.673811948,offshorewind,0.0,0.0,1210.94
172,Marr Bank Wind Farm,windoff,UK_L3,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.34467041,-1.794018007,offshorewind,0.0,0.0,1210.94
173,UK,windoff,UK_L3,2500.0,4500.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.55839784,-1.793786614,offshorewind,2724.615,2724.615,2724.615
174,Shetland Offshore Wind,windoff,UK19,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,60.47063494,-0.028451122,offshorewind,0.0,0.0,1145.2416581396578
175,Morven,windoff,UK22,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.65773182,-0.874508245,offshorewind,0.0,0.0,1156.7
176,UK,windoff,UK22,0.0,5000.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,-1.0,-1.0,offshorewind,3014.6503632181175,2964.39,2909.95
177,Bowdun Offshore Wind Farm,windoff,UK_L3,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.97488752,-1.345901924,offshorewind,0.0,0.0,1210.94
178,UK,windoff,UK_L3,0.0,0.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.98254193,-1.392692227,offshorewind,0.0,1210.94,1210.94
179,Bellrock,windoff,UK22,0.0,0.0,0.0,1200.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,56.84573779,0.035527072,offshorewind,0.0,0.0,693.5880000000002
180,Campion,windoff,UK22,0.0,0.0,0.0,2000.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,57.30600006,0.114127588,offshorewind,0.0,0.0,1175.26
181,UK,windoff,UK22,0.0,0.0,3000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,57.12943659,0.043269802,offshorewind,0.0,1767.13,1747.969720932683
182,UK,windoff,UK4,0.0,0.0,2000.0,0.0,0,0,0,0,1,0.0,0.0,0.0,const,0.0,1,windoff_GB_scot,1,0,-1.0,-1.0,offshorewind,0.0,1208.840510144555,1155.98
